"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income",,,
Per capita personal income (Dollars) 2/,,,
Bureau of Economic Analysis,,,
Metropolitan Statistical Area,,,
,,,
GeoFips,GeoName,2002,
00998,United States (Metropolitan Portion),33252,
10180,"Abilene, TX (Metropolitan Statistical Area)",24813,
10420,"Akron, OH (Metropolitan Statistical Area)",30580,
10500,"Albany, GA (Metropolitan Statistical Area)",23996,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",25259,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",33995,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",28179,
10780,"Alexandria, LA (Metropolitan Statistical Area)",26441,
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",33111,
11020,"Altoona, PA (Metropolitan Statistical Area)",26239,
11100,"Amarillo, TX (Metropolitan Statistical Area)",27153,
11180,"Ames, IA (Metropolitan Statistical Area)",28145,
11260,"Anchorage, AK (Metropolitan Statistical Area)",37603,
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",38256,
11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",24093,
11540,"Appleton, WI (Metropolitan Statistical Area)",32068,
11700,"Asheville, NC (Metropolitan Statistical Area)",27172,
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",25186,
12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",35063,
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",29853,
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",22128,
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",26118,
12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",34540,
12540,"Bakersfield, CA (Metropolitan Statistical Area)",23165,
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",36904,
12620,"Bangor, ME (Metropolitan Statistical Area)",26644,
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",39699,
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",26807,
12980,"Battle Creek, MI (Metropolitan Statistical Area)",26538,
13020,"Bay City, MI (Metropolitan Statistical Area)",26978,
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",25423,
13220,"Beckley, WV (Metropolitan Statistical Area)",23234,
13380,"Bellingham, WA (Metropolitan Statistical Area)",25978,
13460,"Bend, OR (Metropolitan Statistical Area)",28926,
13740,"Billings, MT (Metropolitan Statistical Area)",27187,
13780,"Binghamton, NY (Metropolitan Statistical Area)",26709,
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",30959,
13900,"Bismarck, ND (Metropolitan Statistical Area)",28538,
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",22567,
14010,"Bloomington, IL (Metropolitan Statistical Area)",32405,
14020,"Bloomington, IN (Metropolitan Statistical Area)",24808,
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",26275,
14260,"Boise City, ID (Metropolitan Statistical Area)",29549,
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",43037,
14500,"Boulder, CO (Metropolitan Statistical Area) *",41355,
14540,"Bowling Green, KY (Metropolitan Statistical Area)",23941,
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",32032,
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",64716,
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",17570,
15260,"Brunswick, GA (Metropolitan Statistical Area)",27741,
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",28905,
15500,"Burlington, NC (Metropolitan Statistical Area)",27100,
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",33478,
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",32451,
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",27658,
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",31184,
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",25559,
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",25108,
16180,"Carson City, NV (Metropolitan Statistical Area)",20098,
16220,"Casper, WY (Metropolitan Statistical Area)",32336,
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",31101,
