"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income",,,
Per capita personal income (Dollars) 2/,,,
Bureau of Economic Analysis,,,
Metropolitan Statistical Area,,,
,,,
GeoFips,GeoName,2003,
00998,United States (Metropolitan Portion),34104,
10180,"Abilene, TX (Metropolitan Statistical Area)",26399,
10420,"Akron, OH (Metropolitan Statistical Area)",31717,
10500,"Albany, GA (Metropolitan Statistical Area)",24936,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",25510,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",34907,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",28967,
10780,"Alexandria, LA (Metropolitan Statistical Area)",26754,
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",33886,
11020,"Altoona, PA (Metropolitan Statistical Area)",27322,
11100,"Amarillo, TX (Metropolitan Statistical Area)",27970,
11180,"Ames, IA (Metropolitan Statistical Area)",29243,
11260,"Anchorage, AK (Metropolitan Statistical Area)",38673,
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",39642,
11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",25135,
11540,"Appleton, WI (Metropolitan Statistical Area)",32578,
11700,"Asheville, NC (Metropolitan Statistical Area)",27503,
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",26157,
12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",35608,
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",30520,
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",23370,
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",27215,
12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",34460,
12540,"Bakersfield, CA (Metropolitan Statistical Area)",24013,
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",38132,
12620,"Bangor, ME (Metropolitan Statistical Area)",27284,
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",40665,
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",27710,
12980,"Battle Creek, MI (Metropolitan Statistical Area)",27060,
13020,"Bay City, MI (Metropolitan Statistical Area)",27691,
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",26475,
13220,"Beckley, WV (Metropolitan Statistical Area)",23321,
13380,"Bellingham, WA (Metropolitan Statistical Area)",27530,
13460,"Bend, OR (Metropolitan Statistical Area)",29844,
13740,"Billings, MT (Metropolitan Statistical Area)",28469,
13780,"Binghamton, NY (Metropolitan Statistical Area)",26947,
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",31953,
13900,"Bismarck, ND (Metropolitan Statistical Area)",30304,
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",23618,
14010,"Bloomington, IL (Metropolitan Statistical Area)",33198,
14020,"Bloomington, IN (Metropolitan Statistical Area)",25706,
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",27299,
14260,"Boise City, ID (Metropolitan Statistical Area)",29876,
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",43729,
14500,"Boulder, CO (Metropolitan Statistical Area) *",42314,
14540,"Bowling Green, KY (Metropolitan Statistical Area)",24506,
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",33542,
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",64649,
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",18096,
15260,"Brunswick, GA (Metropolitan Statistical Area)",28999,
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",29913,
15500,"Burlington, NC (Metropolitan Statistical Area)",27930,
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",34938,
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",34358,
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",28481,
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",32513,
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",26701,
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",25552,
16180,"Carson City, NV (Metropolitan Statistical Area)",21178,
16220,"Casper, WY (Metropolitan Statistical Area)",34104,
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",31639,
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",28933,
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",29844,
16620,"Charleston, WV (Metropolitan Statistical Area)",28034,
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",28753,
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",30867,
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",35877,
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",29153,
16940,"Cheyenne, WY (Metropolitan Statistical Area)",33968,
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",37798,
17020,"Chico, CA (Metropolitan Statistical Area)",25948,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",33610,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",27013,
17420,"Cleveland, TN (Metropolitan Statistical Area)",25000,
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",32826,
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",26414,
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",23424,
