"CAINC1 County and MSA personal income summary: personal income, population, per capita personal income",,,
Per capita personal income (Dollars) 2/,,,
Bureau of Economic Analysis,,,
Metropolitan Statistical Area,,,
,,,
GeoFips,GeoName,2001,
00998,United States (Metropolitan Portion),33061,
10180,"Abilene, TX (Metropolitan Statistical Area)",23853,
10420,"Akron, OH (Metropolitan Statistical Area)",30219,
10500,"Albany, GA (Metropolitan Statistical Area)",22928,
10540,"Albany-Lebanon, OR (Metropolitan Statistical Area)",24791,
10580,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)",33903,
10740,"Albuquerque, NM (Metropolitan Statistical Area) *",27724,
10780,"Alexandria, LA (Metropolitan Statistical Area)",25587,
10900,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)",32456,
11020,"Altoona, PA (Metropolitan Statistical Area)",25368,
11100,"Amarillo, TX (Metropolitan Statistical Area)",26517,
11180,"Ames, IA (Metropolitan Statistical Area)",27530,
11260,"Anchorage, AK (Metropolitan Statistical Area)",36269,
11460,"Ann Arbor, MI (Metropolitan Statistical Area)",37381,
11500,"Anniston-Oxford, AL (Metropolitan Statistical Area)",23152,
11540,"Appleton, WI (Metropolitan Statistical Area)",31345,
11700,"Asheville, NC (Metropolitan Statistical Area)",27204,
12020,"Athens-Clarke County, GA (Metropolitan Statistical Area)",24614,
12060,"Atlanta-Sandy Springs-Alpharetta, GA (Metropolitan Statistical Area)",34998,
12100,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)",29193,
12220,"Auburn-Opelika, AL (Metropolitan Statistical Area)",21333,
12260,"Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)",25205,
12420,"Austin-Round Rock-Georgetown, TX (Metropolitan Statistical Area)",35436,
12540,"Bakersfield, CA (Metropolitan Statistical Area)",22422,
12580,"Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)",35852,
12620,"Bangor, ME (Metropolitan Statistical Area)",25710,
12700,"Barnstable Town, MA (Metropolitan Statistical Area)",39786,
12940,"Baton Rouge, LA (Metropolitan Statistical Area)",26094,
12980,"Battle Creek, MI (Metropolitan Statistical Area)",25720,
13020,"Bay City, MI (Metropolitan Statistical Area)",27092,
13140,"Beaumont-Port Arthur, TX (Metropolitan Statistical Area)",25012,
13220,"Beckley, WV (Metropolitan Statistical Area)",22486,
13380,"Bellingham, WA (Metropolitan Statistical Area)",26136,
13460,"Bend, OR (Metropolitan Statistical Area)",29063,
13740,"Billings, MT (Metropolitan Statistical Area)",26788,
13780,"Binghamton, NY (Metropolitan Statistical Area)",26343,
13820,"Birmingham-Hoover, AL (Metropolitan Statistical Area)",30180,
13900,"Bismarck, ND (Metropolitan Statistical Area)",28160,
13980,"Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *",21795,
14010,"Bloomington, IL (Metropolitan Statistical Area)",32110,
14020,"Bloomington, IN (Metropolitan Statistical Area)",24576,
14100,"Bloomsburg-Berwick, PA (Metropolitan Statistical Area)",24872,
14260,"Boise City, ID (Metropolitan Statistical Area)",29201,
14460,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)",43602,
14500,"Boulder, CO (Metropolitan Statistical Area) *",42239,
14540,"Bowling Green, KY (Metropolitan Statistical Area)",23440,
14740,"Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)",31166,
14860,"Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)",66401,
15180,"Brownsville-Harlingen, TX (Metropolitan Statistical Area)",16806,
15260,"Brunswick, GA (Metropolitan Statistical Area)",27158,
15380,"Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)",28349,
15500,"Burlington, NC (Metropolitan Statistical Area)",26952,
15540,"Burlington-South Burlington, VT (Metropolitan Statistical Area)",32958,
15680,"California-Lexington Park, MD (Metropolitan Statistical Area)",30689,
15940,"Canton-Massillon, OH (Metropolitan Statistical Area)",27275,
15980,"Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)",31244,
16020,"Cape Girardeau, MO-IL (Metropolitan Statistical Area)",24726,
16060,"Carbondale-Marion, IL (Metropolitan Statistical Area)",24038,
16180,"Carson City, NV (Metropolitan Statistical Area)",23455,
16220,"Casper, WY (Metropolitan Statistical Area)",31934,
16300,"Cedar Rapids, IA (Metropolitan Statistical Area)",30851,
16540,"Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)",27057,
16580,"Champaign-Urbana, IL (Metropolitan Statistical Area)",28760,
16620,"Charleston, WV (Metropolitan Statistical Area)",26900,
16700,"Charleston-North Charleston, SC (Metropolitan Statistical Area)",26898,
16740,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)",29390,
16820,"Charlottesville, VA (Metropolitan Statistical Area) *",33728,
16860,"Chattanooga, TN-GA (Metropolitan Statistical Area)",27744,
16940,"Cheyenne, WY (Metropolitan Statistical Area)",30423,
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",37036,
17020,"Chico, CA (Metropolitan Statistical Area)",24820,
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",32177,
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",23895,
17420,"Cleveland, TN (Metropolitan Statistical Area)",23367,
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",31963,
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",25239,
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",21685,
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",31133,
17860,"Columbia, MO (Metropolitan Statistical Area)",28032,
17900,"Columbia, SC (Metropolitan Statistical Area)",28036,
17980,"Columbus, GA-AL (Metropolitan Statistical Area)",26081,
18020,"Columbus, IN (Metropolitan Statistical Area)",29886,
18140,"Columbus, OH (Metropolitan Statistical Area)",31108,
18580,"Corpus Christi, TX (Metropolitan Statistical Area)",25716,
18700,"Corvallis, OR (Metropolitan Statistical Area)",30184,
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",28721,
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",24785,
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",34598,
19140,"Dalton, GA (Metropolitan Statistical Area)",25911,
19180,"Danville, IL (Metropolitan Statistical Area)",23547,
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",27214,
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",28855,
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",30140,
19460,"Decatur, AL (Metropolitan Statistical Area)",24529,
19500,"Decatur, IL (Metropolitan Statistical Area)",30272,
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",25725,
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",38768,
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",32949,
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",34947,
20020,"Dothan, AL (Metropolitan Statistical Area)",25191,
20100,"Dover, DE (Metropolitan Statistical Area)",26937,
20220,"Dubuque, IA (Metropolitan Statistical Area)",26954,
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",26315,
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",30511,
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",26531,
20740,"Eau Claire, WI (Metropolitan Statistical Area)",27560,
20940,"El Centro, CA (Metropolitan Statistical Area)",20769,
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",25190,
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",26749,
21300,"Elmira, NY (Metropolitan Statistical Area)",25600,
21340,"El Paso, TX (Metropolitan Statistical Area)",19853,
21420,"Enid, OK (Metropolitan Statistical Area)",25587,
21500,"Erie, PA (Metropolitan Statistical Area)",26016,
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",26876,
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",29547,
21820,"Fairbanks, AK (Metropolitan Statistical Area)",30042,
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",28314,
22140,"Farmington, NM (Metropolitan Statistical Area)",20480,
22180,"Fayetteville, NC (Metropolitan Statistical Area)",24188,
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",27726,
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",24947,
22420,"Flint, MI (Metropolitan Statistical Area)",26608,
22500,"Florence, SC (Metropolitan Statistical Area)",24667,
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",22740,
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",28884,
22660,"Fort Collins, CO (Metropolitan Statistical Area)",32132,
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",22421,
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",29471,
23420,"Fresno, CA (Metropolitan Statistical Area)",23563,
23460,"Gadsden, AL (Metropolitan Statistical Area)",22301,
23540,"Gainesville, FL (Metropolitan Statistical Area)",25315,
23580,"Gainesville, GA (Metropolitan Statistical Area)",25907,
23900,"Gettysburg, PA (Metropolitan Statistical Area)",28147,
24020,"Glens Falls, NY (Metropolitan Statistical Area)",25522,
24140,"Goldsboro, NC (Metropolitan Statistical Area)",24157,
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",25047,
24260,"Grand Island, NE (Metropolitan Statistical Area)",26709,
24300,"Grand Junction, CO (Metropolitan Statistical Area)",27347,
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",30031,
24420,"Grants Pass, OR (Metropolitan Statistical Area)",23000,
24500,"Great Falls, MT (Metropolitan Statistical Area)",25712,
24540,"Greeley, CO (Metropolitan Statistical Area) *",26058,
24580,"Green Bay, WI (Metropolitan Statistical Area)",30221,
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",28756,
24780,"Greenville, NC (Metropolitan Statistical Area)",25332,
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",27453,
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",24409,
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",26439,
25220,"Hammond, LA (Metropolitan Statistical Area)",21303,
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",18552,
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",32625,
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",24869,
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",38939,
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",22165,
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",25842,
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",32682,
25980,"Hinesville, GA (Metropolitan Statistical Area)",19070,
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",23344,
26300,"Hot Springs, AR (Metropolitan Statistical Area)",24455,
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",24384,
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",34540,
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",23218,
26620,"Huntsville, AL (Metropolitan Statistical Area)",28821,
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",25692,
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",33481,
26980,"Iowa City, IA (Metropolitan Statistical Area)",30995,
27060,"Ithaca, NY (Metropolitan Statistical Area)",25754,
27100,"Jackson, MI (Metropolitan Statistical Area)",25827,
27140,"Jackson, MS (Metropolitan Statistical Area)",26638,
27180,"Jackson, TN (Metropolitan Statistical Area)",23597,
27260,"Jacksonville, FL (Metropolitan Statistical Area)",30815,
27340,"Jacksonville, NC (Metropolitan Statistical Area)",24932,
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",27445,
27620,"Jefferson City, MO (Metropolitan Statistical Area)",26477,
27740,"Johnson City, TN (Metropolitan Statistical Area)",23262,
27780,"Johnstown, PA (Metropolitan Statistical Area)",24677,
27860,"Jonesboro, AR (Metropolitan Statistical Area)",22037,
27900,"Joplin, MO (Metropolitan Statistical Area)",24428,
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",26503,
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",30309,
28100,"Kankakee, IL (Metropolitan Statistical Area)",26267,
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",31943,
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",26952,
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",24929,
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",24179,
28740,"Kingston, NY (Metropolitan Statistical Area)",27511,
28940,"Knoxville, TN (Metropolitan Statistical Area)",26784,
29020,"Kokomo, IN (Metropolitan Statistical Area)",27711,
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",28213,
29180,"Lafayette, LA (Metropolitan Statistical Area)",25449,
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",25457,
29340,"Lake Charles, LA (Metropolitan Statistical Area)",24411,
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",20386,
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",25708,
29540,"Lancaster, PA (Metropolitan Statistical Area)",30539,
